,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
695,Hidemasa Morita,Midfielder,27,4.0,Portugal,Liga Portugal,CD Santa Clara,Portugal,Liga Portugal,Sporting CP,3.45,False
696,Carlos González,Forward,29,4.0,Mexico,Liga MX Clausura,Tigres UANL,Mexico,Liga MX Clausura,Deportivo Toluca,3.3,False
697,Emil Bohinen,Midfielder,23,4.0,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Salernitana 1919,3.25,False
698,Rabbi Matondo,Forward,21,4.0,Germany,Bundesliga,FC Schalke 04,Scotland,Premiership,Rangers FC,3.0,False
699,Luuk de Jong,Forward,31,4.0,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,PSV Eindhoven,3.0,False
700,Alejandro Pozo,Defender,23,4.0,Spain,LaLiga,Sevilla FC,Spain,LaLiga,UD Almería,3.0,False
701,Néstor Araújo,Defender,30,4.0,Spain,LaLiga,Celta de Vigo,Mexico,Liga MX Clausura,CF América,3.0,False
702,Jonathan Calleri,Forward,28,4.0,Uruguay,Primera División Clausura,Club Deportivo Maldonado,Brazil,Série A,São Paulo Futebol Clube,2.9,False
703,Martin Dúbravka,Goalkeeper,33,4.0,England,Premier League,Newcastle United,England,Premier League,Manchester United,2.3,True
704,Gonzalo Melero,Midfielder,28,4.0,Spain,LaLiga2,Levante UD,Spain,LaLiga,UD Almería,1.9,False
705,Alan Mozo,Defender,25,4.0,Mexico,Liga MX Clausura,UNAM Pumas,Mexico,Liga MX Clausura,Deportivo Guadalajara,1.8,False
706,Elvis Rexhbecaj,Midfielder,24,4.0,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,FC Augsburg,1.7,False
707,Michal Sadilek,Midfielder,23,4.0,Netherlands,Eredivisie,PSV Eindhoven,Netherlands,Eredivisie,Twente Enschede FC,1.5,False
708,Tomás Chancalay,Forward,23,4.0,Argentina,Liga Profesional,Racing Club,United Arab Emirates,UAE Pro League,Al-Wasl Sports Club,1.5,True
709,Agustín Marchesín,Goalkeeper,34,4.0,Portugal,Liga Portugal,FC Porto,Spain,LaLiga,Celta de Vigo,1.05,False
710,Dylan Bronn,Defender,27,4.0,France,Ligue 2,FC Metz,Italy,Serie A,US Salernitana 1919,1.0,False
711,Kasper Schmeichel,Goalkeeper,35,4.0,England,Premier League,Leicester City,France,Ligue 1,OGC Nice,1.0,False
712,Adrián Embarba,Forward,30,4.0,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,UD Almería,1.0,False
713,Zaydou Youssouf,Midfielder,23,4.0,France,Ligue 2,AS Saint-Étienne,Portugal,Liga Portugal,FC Famalicão,1.0,False
714,Braian Romero,Forward,31,4.0,Argentina,Liga Profesional,CA River Plate,Brazil,Série A,Sport Club Internacional,900k,False
715,Tom Krauß,Midfielder,21,4.0,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,FC Schalke 04,600k,True
716,Falaye Sacko,Defender,27,4.0,Portugal,Liga Portugal,Vitória Guimarães SC,France,Ligue 1,Montpellier HSC,500k,True
717,Johan Vásquez,Defender,23,4.0,Italy,Serie B,Genoa CFC,Italy,Serie A,US Cremonese,500k,True
718,Emre Akbaba,Midfielder,29,4.0,Turkey,Süper Lig,Galatasaray,Turkey,Süper Lig,Adana Demirspor,500k,False
719,Otabek Shukurov,Midfielder,26,4.0,United Arab Emirates,UAE Pro League,Sharjah FC,Turkey,Süper Lig,Fatih Karagümrük,420k,False
720,Álvaro Fernández,Goalkeeper,24,4.0,Spain,LaLiga2,SD Huesca,Spain,LaLiga,RCD Espanyol Barcelona,400k,True
721,Bartosz Bialek,Forward,20,4.0,Germany,Bundesliga,VfL Wolfsburg,Netherlands,Eredivisie,Vitesse Arnhem,200k,True
722,Renato Kayzer,Forward,26,4.0,Brazil,Série A,Fortaleza Esporte Clube,"Korea, South",K League 2,Daejeon Hana Citizen,200k,True
723,Axel Witsel,Midfielder,33,4.0,Germany,Bundesliga,Borussia Dortmund,Spain,LaLiga,Atlético de Madrid,0,False
724,Andy Pelmard,Defender,22,4.0,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,0,False
725,Dan Ndoye,Forward,21,4.0,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,0,False
726,Jonjoe Kenny,Defender,25,4.0,England,Premier League,Everton FC,Germany,Bundesliga,Hertha BSC,0,False
727,Ivan Sunjic,Midfielder,25,4.0,England,Championship,Birmingham City,Germany,Bundesliga,Hertha BSC,0,True
728,Jean-Paul Boëtius,Midfielder,28,4.0,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,Hertha BSC,0,False
729,Francesco Acerbi,Defender,34,4.0,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,0,True
730,Danilho Doekhi,Defender,24,4.0,Netherlands,Eredivisie,Vitesse Arnhem,Germany,Bundesliga,1.FC Union Berlin,0,False
731,Felix Mambimbi,Forward,21,4.0,Switzerland,Super League,BSC Young Boys,Netherlands,Eredivisie,SC Cambuur Leeuwarden,0,True
732,Dries Mertens,Forward,35,4.0,Italy,Serie A,SSC Napoli,Turkey,Süper Lig,Galatasaray,0,False
733,Pizzi,Midfielder,32,4.0,Portugal,Liga Portugal,SL Benfica,United Arab Emirates,UAE Pro League,Al-Wahda FC Abu Dhabi,0,False
734,Jakub Jankto,Midfielder,26,4.0,Spain,LaLiga,Getafe CF,Czech Republic,Fortuna Liga,AC Sparta Prague,0,True
735,Danilo,Forward,23,4.0,Netherlands,Eredivisie,Ajax Amsterdam,Netherlands,Eredivisie,Feyenoord Rotterdam,0,False
736,Oussama Idrissi,Forward,26,4.0,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,Feyenoord Rotterdam,0,True
737,Issa Kaboré,Defender,21,4.0,England,Premier League,Manchester City,France,Ligue 1,Olympique Marseille,0,True
738,Mattia Aramu,Midfielder,27,4.0,Italy,Serie B,Venezia FC,Italy,Serie B,Genoa CFC,0,True
739,Roberto Piccoli,Forward,21,4.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Hellas Verona,0,True
740,M'Baye Niang,Forward,27,4.0,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0,False
741,Krystian Bielik,Midfielder,24,4.0,England,League One,Derby County,England,Championship,Birmingham City,0,True
742,Sergio Asenjo,Goalkeeper,33,4.0,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Real Valladolid CF,0,False
743,Unai López,Midfielder,26,4.0,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Rayo Vallecano,0,False
744,Erik Botheim,Forward,22,4.0,Russia,Premier Liga,FK Krasnodar,Italy,Serie A,US Salernitana 1919,0,False
745,Xavi Simons,Midfielder,19,4.0,France,Ligue 1,Paris Saint-Germain,Netherlands,Eredivisie,PSV Eindhoven,0,False
746,Cole Bassett,Midfielder,21,4.0,United States,MLS,Colorado Rapids,Netherlands,Eredivisie,Fortuna Sittard,0,True
747,Nemanja Radonjic,Forward,26,4.0,France,Ligue 1,Olympique Marseille,Italy,Serie A,Torino FC,0,True
748,Yann Karamoh,Forward,24,4.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,Torino FC,0,False
749,Chidozie Awaziem,Defender,25,4.0,Portugal,Liga Portugal,Boavista FC,Croatia,SuperSport HNL,HNK Hajduk Split,0,True
750,Eduardo Quaresma,Defender,20,4.0,Portugal,Liga Portugal,Sporting CP,Germany,Bundesliga,TSG 1899 Hoffenheim,0,True
751,Mathieu Cafaro,Forward,25,4.0,Belgium,Jupiler Pro League,Standard Liège,France,Ligue 2,AS Saint-Étienne,0,True
752,Cheikhou Kouyaté,Midfielder,32,4.0,England,Premier League,Crystal Palace,England,Premier League,Nottingham Forest,0,False
753,Brian Lozano,Forward,28,4.0,Mexico,Liga MX Clausura,Santos Laguna,Uruguay,Primera División Clausura,CA Peñarol,0,True
754,Willian,Forward,34,4.0,Brazil,Série A,Sport Club Corinthians Paulista,England,Premier League,Fulham FC,0,False
755,Arnaud Nordin,Forward,24,4.0,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Montpellier HSC,0,False
756,Wahbi Khazri,Forward,31,4.0,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Montpellier HSC,0,False
757,Hamza Choudhury,Midfielder,24,4.0,England,Premier League,Leicester City,England,Championship,Watford FC,0,True
758,Kortney Hause,Defender,27,4.0,England,Premier League,Aston Villa,England,Championship,Watford FC,0,True
759,Hassane Kamara,Defender,28,4.0,Italy,Serie A,Udinese Calcio,England,Championship,Watford FC,0,True
760,Mamadou Loum,Midfielder,25,4.0,Portugal,Liga Portugal,FC Porto,England,Championship,Reading FC,0,True
761,Filip Djuricic,Midfielder,30,4.0,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,0,False
762,Samu Castillejo,Forward,27,4.0,Italy,Serie A,AC Milan,Spain,LaLiga,Valencia CF,0,False
763,Edinson Cavani,Forward,35,4.0,England,Premier League,Manchester United,Spain,LaLiga,Valencia CF,0,False
764,José Luis Morales,Forward,34,4.0,Spain,LaLiga2,Levante UD,Spain,LaLiga,Villarreal CF,0,False
765,Akim Zedadka,Defender,27,4.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,LOSC Lille,0,False
766,Rony Lopes,Forward,26,4.0,Spain,LaLiga,Sevilla FC,France,Ligue 1,ESTAC Troyes,0,True
767,Rhys Williams,Defender,21,4.0,England,Premier League,Liverpool FC,England,Championship,Blackpool FC,0,True
768,Folarin Balogun,Forward,21,4.0,England,Premier League,Arsenal FC,France,Ligue 1,Stade Reims,0,True
769,Erison,Forward,23,4.0,Brazil,Série A,Botafogo de Futebol e Regatas,Portugal,Liga Portugal,GD Estoril Praia,0,True
770,Álex Collado,Forward,23,4.0,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Elche CF,0,True
771,Jens Jönsson,Midfielder,29,4.0,Spain,LaLiga,Cádiz CF,Greece,Super League 1,AEK Athens,0,False
772,Orbelín Pineda,Midfielder,26,4.0,Spain,LaLiga,Celta de Vigo,Greece,Super League 1,AEK Athens,0,True
773,Harold Moukoudi,Defender,24,4.0,France,Ligue 2,AS Saint-Étienne,Greece,Super League 1,AEK Athens,0,False
774,Joseba Zaldua,Defender,30,4.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Cádiz CF,0,False
775,Adama Traoré,Midfielder,27,4.0,Turkey,Süper Lig,Hatayspor,England,Championship,Hull City,0,False
776,Francisco Moura,Defender,23,4.0,Portugal,Liga Portugal,SC Braga,Portugal,Liga Portugal,FC Famalicão,0,True
777,Jaime Seoane,Midfielder,25,4.0,Spain,LaLiga2,SD Huesca,Spain,LaLiga,Getafe CF,0,False
778,Stéphane Bahoken,Forward,30,4.0,France,Ligue 1,Angers SCO,Turkey,Süper Lig,Kasimpasa,0,False
779,Alexandru Mitrita,Forward,27,4.0,United States,MLS,New York City FC,Saudi Arabia,Saudi Pro League,Al-Raed SFC,0,True
780,Matías Pellegrini,Forward,22,4.0,United States,MLS,Inter Miami CF,United States,MLS,New York City FC,0,False
781,Marcelino Núñez,Midfielder,22,1.5,Chile,Primera División,CD Universidad Católica,England,Championship,Norwich City,3.9,False
782,Joel Ordóñez,Defender,18,600k,Ecuador,Serie A Segunda Etapa,Independiente del Valle,Belgium,Jupiler Pro League,Club Brugge KV,3.9,False
783,Carlos Rotondi,Forward,25,3.5,Argentina,Liga Profesional,Defensa y Justicia,Mexico,Liga MX Clausura,CD Cruz Azul,3.9,False
784,Gennaro Tutino,Forward,25,3.8,Italy,Serie A,SSC Napoli,Italy,Serie B,Parma Calcio 1913,5.0,False
785,Michele Di Gregorio,Goalkeeper,24,3.8,Italy,Serie A,Inter Milan,Italy,Serie A,AC Monza,4.15,False
786,Charles Pickel,Midfielder,25,2.5,Portugal,Liga Portugal,FC Famalicão,Italy,Serie A,US Cremonese,3.8,False
787,Ozan Tufan,Midfielder,27,3.8,Turkey,Süper Lig,Fenerbahce,England,Championship,Hull City,3.0,False
788,Adam Maher,Midfielder,28,3.8,Netherlands,Eredivisie,FC Utrecht,Saudi Arabia,Saudi Pro League,Damac FC,1.8,False
789,Eduardo Salvio,Forward,31,3.8,Argentina,Liga Profesional,CA Boca Juniors,Mexico,Liga MX Clausura,UNAM Pumas,0,False
790,Josh Doig,Defender,20,3.0,Scotland,Premiership,Hibernian FC,Italy,Serie A,Hellas Verona,3.6,False
791,Eren Elmali,Defender,21,3.2,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Trabzonspor,3.6,False
792,André Franco,Midfielder,24,3.5,Portugal,Liga Portugal,GD Estoril Praia,Portugal,Liga Portugal,FC Porto,4.07,False
793,Emiliano Rigoni,Forward,29,3.5,Brazil,Série A,São Paulo Futebol Clube,United States,MLS,Austin FC,3.65,False
794,Lukas Lerager,Midfielder,28,3.0,Italy,Serie B,Genoa CFC,Denmark,Superligaen,FC Copenhagen,3.5,False
795,Robin Olsen,Goalkeeper,32,2.0,Italy,Serie A,AS Roma,England,Premier League,Aston Villa,3.5,False
796,Karim Konaté,Forward,18,600k,Cote d'Ivoire,Without League,ASEC Mimosas,Austria,Bundesliga,Red Bull Salzburg,3.5,False
797,Pedrinho,Forward,22,1.8,Brazil,Série A,Red Bull Bragantino,Russia,Premier Liga,Lokomotiv Moscow,3.5,False
798,Rodrigão,Defender,26,3.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Zenit St. Petersburg,3.5,False
799,Lewis Ferguson,Midfielder,22,2.0,Scotland,Premiership,Aberdeen FC,Italy,Serie A,Bologna FC 1909,3.5,False
800,Francesco Caputo,Forward,34,2.5,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,3.5,False
801,Jackson Porozo,Defender,21,3.0,Portugal,Liga Portugal,Boavista FC,France,Ligue 1,ESTAC Troyes,3.5,False
802,Darko Churlinov,Forward,22,1.3,Germany,Bundesliga,VfB Stuttgart,England,Championship,Burnley FC,3.5,False
803,Emanuel Aiwu,Defender,21,3.0,Austria,Bundesliga,Rapid Vienna,Italy,Serie A,US Cremonese,3.5,False
804,Marko Milovanovic,Forward,18,1.2,Serbia,Super liga Srbije,FK Partizan Belgrade,Spain,LaLiga,UD Almería,3.5,False
805,Anton Zinkovskiy,Forward,26,3.5,Russia,Premier Liga,Krylya Sovetov Samara,Russia,Premier Liga,Spartak Moscow,3.2,False
806,Daniil Utkin,Midfielder,22,3.5,Russia,Premier Liga,FK Krasnodar,Russia,Premier Liga,FK Rostov,3.0,False
807,Kevin Agudelo,Midfielder,23,3.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Spezia Calcio,2.8,False
808,Ivan Provedel,Goalkeeper,28,3.5,Italy,Serie A,Spezia Calcio,Italy,Serie A,SS Lazio,2.38,False
809,Maxime Busi,Defender,22,3.5,Italy,Serie B,Parma Calcio 1913,France,Ligue 1,Stade Reims,2.0,False
810,Dedryck Boyata,Defender,31,3.5,Germany,Bundesliga,Hertha BSC,Belgium,Jupiler Pro League,Club Brugge KV,2.0,False
811,Tahith Chong,Forward,22,3.5,England,Premier League,Manchester United,England,Championship,Birmingham City,1.75,False
812,Daizen Maeda,Forward,24,3.5,Japan,J1 League,Yokohama F. Marinos,Scotland,Premiership,Celtic FC,1.53,False
813,Sargis Adamyan,Forward,29,3.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,1.FC Köln,1.5,False
814,Rodrigo Zalazar,Midfielder,22,3.5,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,FC Schalke 04,1.5,False
815,Adrien Hunou,Forward,28,3.5,United States,MLS,Minnesota United FC,France,Ligue 1,Angers SCO,1.5,False
816,Riccardo Calafiori,Defender,20,3.5,Italy,Serie A,AS Roma,Switzerland,Super League,FC Basel 1893,1.0,False
817,Halil Akbunar,Forward,28,3.5,Turkey,1.Lig,Göztepe,Belgium,Jupiler Pro League,KVC Westerlo,1.0,False
818,Magnus Kofod Andersen,Midfielder,23,3.5,Denmark,Superligaen,FC Nordsjaelland,Italy,Serie B,Venezia FC,510k,False
819,Sandro Ramírez,Forward,27,3.5,Spain,LaLiga2,SD Huesca,Spain,LaLiga2,UD Las Palmas,500k,True
820,Didier Lamkel Zé,Forward,25,3.5,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Kortrijk,500k,False
821,Sasa Zdjelar,Midfielder,27,3.5,Serbia,Super liga Srbije,FK Partizan Belgrade,Russia,Premier Liga,CSKA Moscow,500k,False
822,Naci Ünüvar,Forward,19,3.5,Netherlands,Eredivisie,Ajax Amsterdam,Turkey,Süper Lig,Trabzonspor,150k,True
823,Shapi Suleymanov,Forward,22,3.5,Russia,Premier Liga,FK Krasnodar,Israel,Ligat ha'Al,Hapoel Beer Sheva,150k,True
824,Olimpiu Morutan,Midfielder,23,3.5,Turkey,Süper Lig,Galatasaray,Italy,Serie B,Pisa Sporting Club,150k,True
825,Roman Evgenjev,Defender,23,3.5,Russia,Premier Liga,Dynamo Moscow,Russia,Premier Liga,Krylya Sovetov Samara,25k,False
826,Jérôme Onguéné,Defender,24,3.5,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Eintracht Frankfurt,0,False
827,Lee Buchanan,Defender,21,3.5,England,League One,Derby County,Germany,Bundesliga,SV Werder Bremen,0,False
828,Janik Haberer,Midfielder,28,3.5,Germany,Bundesliga,SC Freiburg,Germany,Bundesliga,1.FC Union Berlin,0,False
829,Gabriel Charpentier,Forward,23,3.5,Italy,Serie B,Genoa CFC,Italy,Serie B,Parma Calcio 1913,0,False
830,Alexis Sánchez,Forward,33,3.5,Italy,Serie A,Inter Milan,France,Ligue 1,Olympique Marseille,0,False
831,Radu Dragusin,Defender,20,3.5,Italy,Serie A,Juventus FC,Italy,Serie B,Genoa CFC,0,True
832,George Puscas,Forward,26,3.5,England,Championship,Reading FC,Italy,Serie B,Genoa CFC,0,True
833,Jack Clarke,Forward,21,3.5,England,Premier League,Tottenham Hotspur,England,Championship,Sunderland AFC,0,False
834,Mihailo Ristic,Defender,26,3.5,France,Ligue 1,Montpellier HSC,Portugal,Liga Portugal,SL Benfica,0,False
835,Eddie Salcedo,Forward,20,3.5,Italy,Serie A,Inter Milan,Italy,Serie B,SSC Bari,0,True
836,Matías Vecino,Midfielder,30,3.5,Italy,Serie A,Inter Milan,Italy,Serie A,SS Lazio,0,False
837,Festy Ebosele,Defender,19,3.5,England,League One,Derby County,Italy,Serie A,Udinese Calcio,0,False
838,Ferro,Defender,25,3.5,Portugal,Liga Portugal,SL Benfica,Netherlands,Eredivisie,Vitesse Arnhem,0,True
839,Danilo Barbosa,Midfielder,26,3.5,France,Ligue 1,OGC Nice,Brazil,Série A,Botafogo de Futebol e Regatas,0,False
840,Shoya Nakajima,Midfielder,28,3.5,Portugal,Liga Portugal,FC Porto,Turkey,Süper Lig,Antalyaspor,0,False
841,Marko Pjaca,Forward,27,3.5,Italy,Serie A,Juventus FC,Italy,Serie A,FC Empoli,0,True
842,Marlon,Defender,25,3.5,Brazil,Série A,Fluminense Football Club,Turkey,Süper Lig,MKE Ankaragücü,0,False
843,Pêpê,Midfielder,25,3.5,Greece,Super League 1,Olympiacos Piraeus,Turkey,Süper Lig,MKE Ankaragücü,0,True
844,Taylan Antalyali,Midfielder,27,3.5,Turkey,Süper Lig,Galatasaray,Turkey,Süper Lig,MKE Ankaragücü,0,True
845,Bryan Reynolds,Defender,21,3.5,Italy,Serie A,AS Roma,Belgium,Jupiler Pro League,KVC Westerlo,0,True
846,Joe Rothwell,Midfielder,27,3.5,England,Championship,Blackburn Rovers,England,Premier League,AFC Bournemouth,0,False
847,Lorenzo Colombo,Forward,20,3.5,Italy,Serie A,AC Milan,Italy,Serie A,US Lecce,0,True
848,Callum Styles,Midfielder,22,3.5,England,League One,Barnsley FC,England,Championship,Millwall FC,0,True
849,Patrick Cutrone,Forward,24,3.5,England,Premier League,Wolverhampton Wanderers,Italy,Serie B,Como 1907,0,False
850,Douglas Costa,Forward,31,3.5,Italy,Serie A,Juventus FC,United States,MLS,Los Angeles Galaxy,0,False
851,Ismaily,Defender,32,3.5,Ukraine,Premier Liga,Shakhtar Donetsk,France,Ligue 1,LOSC Lille,0,False
852,Cecilio Domínguez,Forward,27,3.5,United States,MLS,Austin FC,Mexico,Liga MX Clausura,Santos Laguna,0,False
853,Marcel Ruiz,Midfielder,21,3.5,Mexico,Liga MX Clausura,Club Tijuana,Mexico,Liga MX Clausura,Deportivo Toluca,0,False
854,Ionut Radu,Goalkeeper,25,3.5,Italy,Serie A,Inter Milan,Italy,Serie A,US Cremonese,0,True
855,Robert Muric,Forward,26,3.5,Croatia,SuperSport HNL,HNK Rijeka,Turkey,Süper Lig,Konyaspor,0,False
856,Juan Otero,Forward,27,3.5,Mexico,Liga MX Clausura,CF América,Spain,LaLiga2,Sporting Gijón,0,True
857,Óscar Estupiñán,Forward,25,3.5,Portugal,Liga Portugal,Vitória Guimarães SC,England,Championship,Hull City,0,False
858,Lucas Halter,Defender,22,3.5,Brazil,Série A,Club Athletico Paranaense,Brazil,Série A,Goiás EC,0,True
859,Mattia Caldara,Defender,28,3.5,Italy,Serie A,AC Milan,Italy,Serie A,Spezia Calcio,0,True
860,Omar Fernández,Forward,29,3.5,Mexico,Liga MX Clausura,Club León FC,Mexico,Liga MX Clausura,Puebla FC,0,True
861,Farid Boulaya,Midfielder,29,3.5,France,Ligue 2,FC Metz,Qatar,Stars League,Al-Gharafa SC,0,False
862,Berke Özer,Goalkeeper,22,3.5,Turkey,Süper Lig,Fenerbahce,Portugal,Liga Portugal,Portimonense SC,0,False
863,Vitinho,Forward,28,3.5,Brazil,Série A,CR Flamengo,Saudi Arabia,Saudi Pro League,Ettifaq FC,0,False
864,Luca Moro,Forward,21,3.5,Italy,Serie A,US Sassuolo,Italy,Serie B,Frosinone Calcio,0,True
865,Caio Alexandre,Midfielder,23,3.5,Canada,MLS,Vancouver Whitecaps FC,Brazil,Série A,Fortaleza Esporte Clube,0,True
866,Zinedine Ferhat,Forward,29,3.5,France,Ligue 2,Nîmes Olympique,Turkey,Süper Lig,Alanyaspor,0,False
867,Alexis Canelo,Forward,30,3.5,Mexico,Liga MX Clausura,Deportivo Toluca,Mexico,Liga MX Clausura,Club Tijuana,0,False
868,Domingo Blanco,Midfielder,27,3.5,Argentina,Liga Profesional,CA Independiente,Ukraine,Premier Liga,SK Dnipro-1,0,False
869,Joakim Nilsson,Defender,28,3.5,Germany,2. Bundesliga,Arminia Bielefeld,United States,Without League,St. Louis CITY SC,0,False
870,Ahmed Musa,Forward,29,3.4,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Sivasspor,0,False
871,Isak Hien,Defender,23,1.0,Sweden,Allsvenskan,Djurgårdens IF,Italy,Serie A,Hellas Verona,3.2,False
872,Manu García,Midfielder,24,3.0,Spain,LaLiga2,Sporting Gijón,Greece,Super League 1,Aris Thessaloniki,3.2,False
873,João Klauss,Forward,25,3.0,Germany,Bundesliga,TSG 1899 Hoffenheim,United States,Without League,St. Louis CITY SC,3.2,False
874,Vakoun Bayo,Forward,25,3.2,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,RSC Charleroi,1.5,False
875,Ebrima Colley,Forward,22,3.2,Italy,Serie A,Atalanta BC,Turkey,Süper Lig,Fatih Karagümrük,50k,True
876,Cédric Brunner,Defender,28,3.2,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,FC Schalke 04,0,False
877,Emirhan Ilkhan,Midfielder,18,3.0,Turkey,Süper Lig,Besiktas JK,Italy,Serie A,Torino FC,4.9,False
878,Sotiris Alexandropoulos,Midfielder,20,3.0,Greece,Super League 1,Panathinaikos Athens,Portugal,Liga Portugal,Sporting CP,4.0,False
879,Arkadiusz Reca,Defender,27,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Spezia Calcio,3.9,False
880,Josha Vagnoman,Defender,21,3.0,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,VfB Stuttgart,3.5,False
881,Ishaq Abdulrazak,Midfielder,20,3.0,Sweden,Allsvenskan,IFK Norrköping,Belgium,Jupiler Pro League,RSC Anderlecht,3.0,False
882,Roberto Fernández,Defender,22,1.3,Paraguay,Primera División Clausura,Club Guaraní,Russia,Premier Liga,Dynamo Moscow,3.0,False
883,Elias Cobbaut,Defender,24,3.0,Belgium,Jupiler Pro League,RSC Anderlecht,Italy,Serie B,Parma Calcio 1913,3.0,False
884,Jayden Oosterwolde,Defender,21,1.0,Netherlands,Eredivisie,Twente Enschede FC,Italy,Serie B,Parma Calcio 1913,3.0,False
885,Osman Bukari,Forward,23,3.0,Belgium,Jupiler Pro League,KAA Gent,Serbia,Super liga Srbije,Red Star Belgrade,3.0,False
886,Nicolai Vallys,Midfielder,25,1.5,Denmark,Superligaen,Silkeborg IF,Denmark,Superligaen,Bröndby IF,3.0,False
887,Mamadou Coulibaly,Midfielder,23,2.5,Italy,Serie A,Udinese Calcio,Italy,Serie A,US Salernitana 1919,3.0,False
888,Robert Ljubicic,Defender,22,2.5,Austria,Bundesliga,Rapid Vienna,Croatia,SuperSport HNL,GNK Dinamo Zagreb,3.0,False
889,Albert Grönbaek,Midfielder,21,1.5,Denmark,Superligaen,Aarhus GF,Norway,Eliteserien,FK Bodø/Glimt,3.0,False
